id,title,body,notification_priority,title_tokens,body_tokens
85,नेपाल ले नयाँ उपकरण सार्वजनिक गर्यो,एआई ले नयाँ उत्पाद बजार चकित पारे छ।,1,"['नेपाल', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['एआई', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
86,ओलम्पिक ले नयाँ उपकरण सार्वजनिक गर्यो,भारत मा एआई प्रविधि प्रयोग सुधार ल्याउने अपेक्षा।,1,"['ओलम्पिक', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['भारत', 'मा', 'एआई', 'प्रविधिको', 'प्रयोगले', 'सुधार', 'ल्याउने', 'अपेक्षा', '।']"
87,ओलम्पिक मा प्रधानमन्त्री नयाँ कदम,फाइभजी को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,0,"['ओलम्पिक', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['फाइभजी', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
88,चीन प्रविधि नयाँ प्रयोग,नेपाल ले नयाँ उत्पाद बजार चकित पारे छ।,1,"['चीन', 'प्रविधिको', 'नयाँ', 'प्रयोग']","['नेपाल', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
89,एआई सम्बन्ध नयाँ मस्यौदा,एआई को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,1,"['एआई', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['एआई', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
90,भारत मा प्रधानमन्त्री नयाँ कदम,क्रिकेट सम्बन्ध सरकार तर्फ चासो व्यक्त।,0,"['भारत', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['क्रिकेट', 'सम्बन्धमा', 'सरकारको', 'तर्फबाट', 'चासो', 'व्यक्त', '।']"
91,क्रिकेट नेटवर्क सुरुवात,क्रिकेट को सुरुवात भविष्य गति थप्नेछ।,0,"['क्रिकेट', 'नेटवर्कको', 'सुरुवात']","['क्रिकेट', 'को', 'सुरुवातले', 'भविष्यमा', 'गति', 'थप्नेछ', '।']"
92,चीन ले नयाँ उपकरण सार्वजनिक गर्यो,क्रिकेट ले नयाँ उत्पाद बजार चकित पारे छ।,0,"['चीन', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['क्रिकेट', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
93,फाइभजी नेटवर्क सुरुवात,नेपाल ले नयाँ उत्पाद बजार चकित पारे छ।,1,"['फाइभजी', 'नेटवर्कको', 'सुरुवात']","['नेपाल', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
94,भारत सम्बन्ध नयाँ मस्यौदा,एआई को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,0,"['भारत', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['एआई', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
95,भारत ले नयाँ उपकरण सार्वजनिक गर्यो,भारत ले नयाँ उत्पाद बजार चकित पारे छ।,0,"['भारत', 'ले', 'नयाँ', 'उपकरण', 'सार्वजनिक', 'गर्यो']","['भारत', 'ले', 'नयाँ', 'उत्पादले', 'बजारलाई', 'चकित', 'पारेको', 'छ', '।']"
96,फाइभजी संसद् बैठक स्थगित,क्रिकेट सम्बन्ध सरकार तर्फ चासो व्यक्त।,1,"['फाइभजी', 'संसद्', 'बैठक', 'स्थगित']","['क्रिकेट', 'सम्बन्धमा', 'सरकारको', 'तर्फबाट', 'चासो', 'व्यक्त', '।']"
97,एआई सम्बन्ध नयाँ मस्यौदा,फाइभजी को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,0,"['एआई', 'सम्बन्धमा', 'नयाँ', 'मस्यौदा']","['फाइभजी', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
98,ओलम्पिक संसद् बैठक स्थगित,क्रिकेट को भ्रमण आर्थिक विकास नयाँ ढोका खोल्ने अपेक्षा गरिए छ।,0,"['ओलम्पिक', 'संसद्', 'बैठक', 'स्थगित']","['क्रिकेट', 'को', 'भ्रमणले', 'आर्थिक', 'विकासको', 'नयाँ', 'ढोका', 'खोल्ने', 'अपेक्षा', 'गरिएको', 'छ', '।']"
99,भारत मा प्रधानमन्त्री नयाँ कदम,फाइभजी को निर्णय व्यापक प्रतिक्रिया ल्याए छ।,1,"['भारत', 'मा', 'प्रधानमन्त्रीको', 'नयाँ', 'कदम']","['फाइभजी', 'को', 'निर्णयले', 'व्यापक', 'प्रतिक्रिया', 'ल्याएको', 'छ', '।']"
100,ओलम्पिक मा नेपाल ऐतिहासिक जीत,नेपाल खेल दर्शक ध्यान ताने छ।,1,"['ओलम्पिक', 'मा', 'नेपालको', 'ऐतिहासिक', 'जीत']","['नेपाल', 'खेलले', 'दर्शकको', 'ध्यान', 'तानेको', 'छ', '।']"
